3	137665397	137665415
16	85337058	85337076
1	156629897	156629915
17	39822316	39822334
1	23000813	23000831
15	98965012	98965030
20	47237190	47237208
7	73482333	73482351
1	9555464	9555482
3	14302819	14302837
6	80487896	80487914
8	142085772	142085790
9	3240857	3240875
12	6647208	6647226
17	8313757	8313775
9	130880099	130880117
1	27722062	27722080
17	25928916	25928934
7	92054072	92054090
8	75765821	75765839
15	53027864	53027882
19	6218666	6218684
9	131626018	131626036
X	130050995	130051013
X	68506005	68506023
3	133646568	133646586
10	101605745	101605763
17	38183441	38183459
4	113684064	113684082
7	44961877	44961895
1	205498251	205498269
7	50245110	50245128
4	164406143	164406161
10	50615777	50615795
10	99788115	99788133
19	49346137	49346155
4	75800157	75800175
7	96808949	96808967
1	111942604	111942622
1	162824203	162824221
15	72036441	72036459
16	57553845	57553863
22	31030566	31030584
7	35956765	35956783
X	109411293	109411311
1	207086024	207086042
1	23823726	23823744
1	37920612	37920630
12	48136183	48136201
17	39894413	39894431
5	139013045	139013063
16	75233396	75233414
2	27239904	27239922
1	240139835	240139853
10	121205028	121205046
9	116844941	116844959
10	104594871	104594889
12	119882443	119882461
14	22855989	22856007
17	43463071	43463089
20	5769184	5769202
12	50433176	50433194
12	54608656	54608674
2	158159180	158159198
6	44119777	44119795
19	55979324	55979342
2	232580119	232580137
X	11162551	11162569
10	80956790	80956808
10	91020283	91020301
19	36001453	36001471
6	117877247	117877265
8	25946336	25946354
20	56172179	56172197
3	58554478	58554496
7	128482222	128482240
13	77047864	77047882
X	109399572	109399590
1	223937014	223937032
14	52445991	52446009
9	129544229	129544247
14	24630363	24630381
9	124755077	124755095
3	32338377	32338395
1	201978839	201978857
15	73533404	73533422
20	52195477	52195495
9	36991748	36991766
2	192419988	192420006
9	136351607	136351625
3	46120469	46120487
1	117028047	117028065
1	66153537	66153555
12	7245203	7245221
17	19549383	19549401
19	2611358	2611376
4	148788093	148788111
11	64491103	64491121
19	4576186	4576204
2	74477412	74477430
20	17412573	17412591
5	135548041	135548059
5	137078901	137078919
1	19988410	19988428
11	67118828	67118846
17	63195055	63195073
19	39964952	39964970
20	56169527	56169545
9	33813856	33813874
1	162817818	162817836
1	999344	999362
10	99436599	99436617
13	25258164	25258182
19	14591030	14591048
2	8826054	8826072
6	166264109	166264127
9	99079817	99079835
17	5490937	5490955
7	25199804	25199822
12	111751746	111751764
19	8009254	8009272
22	46402387	46402405
1	177225498	177225516
17	47938647	47938665
5	35003644	35003662
1	87299453	87299471
12	108001465	108001483
18	2105054	2105072
19	3305096	3305114
17	67231784	67231802
2	163747399	163747417
5	53715665	53715683
8	64174642	64174660
9	135045359	135045377
1	118077793	118077811
14	23527416	23527434
4	183399749	183399767
19	41140598	41140616
1	145589458	145589476
15	68503311	68503329
15	77926005	77926023
16	84545119	84545137
8	142441739	142441757
9	92905046	92905064
1	200479436	200479454
1	33833541	33833559
15	48644837	48644855
15	74166430	74166448
18	21096078	21096096
2	57987137	57987155
6	116332147	116332165
1	157125980	157125998
17	7997336	7997354
2	85154306	85154324
7	107365761	107365779
18	19536185	19536203
2	120275202	120275220
3	133142592	133142610
6	109156618	109156636
8	104385609	104385627
8	37010907	37010925
12	49330350	49330368
20	55664852	55664870
6	69678132	69678150
X	153029561	153029579
1	48221274	48221292
10	97123246	97123264
11	74851756	74851774
11	75579007	75579025
17	38514905	38514923
17	55935458	55935476
4	182064592	182064610
10	76990504	76990522
11	66849094	66849112
14	75955307	75955325
3	124407866	124407884
3	64016511	64016529
X	109656543	109656561
1	110319630	110319648
11	34514559	34514577
15	94867628	94867646
17	4792540	4792558
19	770418	770436
8	1729573	1729591
9	132500027	132500045
1	17746514	17746532
11	9528473	9528491
19	8419009	8419027
3	14550579	14550597
9	124861738	124861756
15	64183370	64183388
3	136732900	136732918
3	48586343	48586361
5	53813412	53813430
9	34547064	34547082
15	90283459	90283477
3	48031623	48031641
9	139923983	139924001
12	77184942	77184960
19	42439185	42439203
19	49729459	49729477
12	104026554	104026572
16	48190822	48190840
18	56448965	56448983
5	149370520	149370538
6	158294948	158294966
1	178001124	178001142
15	74782323	74782341
15	78910917	78910935
17	72957851	72957869
19	6863758	6863776
9	94537896	94537914
X	38025920	38025938
12	2049345	2049363
19	7633433	7633451
2	60788095	60788113
8	81524973	81524991
1	25847127	25847145
11	5497631	5497649
22	39712590	39712608
4	48965226	48965244
6	154475693	154475711
7	105297556	105297574
9	130266422	130266440
1	27324296	27324314
11	12065962	12065980
22	37562733	37562751
4	187508752	187508770
5	60954530	60954548
7	23586788	23586806
15	73992769	73992787
17	45967471	45967489
7	101182261	101182279
15	75321793	75321811
1	9687242	9687260
1	40123881	40123899
19	19164776	19164794
19	42688657	42688675
2	21265898	21265916
8	80597008	80597026
1	153467553	153467571
1	33342416	33342434
1	46502894	46502912
17	76247119	76247137
3	125156826	125156844
3	57023101	57023119
6	13874148	13874166
1	16514417	16514435
16	55499206	55499224
22	30881543	30881561
1	16408999	16409017
2	232770953	232770971
4	55100589	55100607
5	129188627	129188645
1	221376984	221377002
10	101805965	101805983
11	59521599	59521617
4	6329176	6329194
6	168771118	168771136
6	17156516	17156534
1	10270402	10270420
12	656276	656294
19	17966556	17966574
3	185695383	185695401
11	66935901	66935919
12	122214230	122214248
12	127359139	127359157
17	74462237	74462255
19	49339151	49339169
3	157290529	157290547
5	176745055	176745073
8	143529021	143529039
9	74421915	74421933
9	17811178	17811196
X	14050708	14050726
1	226163855	226163873
17	42611056	42611074
2	45870964	45870982
8	102339359	102339377
9	117444512	117444530
11	122894004	122894022
11	124456307	124456325
17	6325509	6325527
18	29136029	29136047
3	10925379	10925397
3	45980438	45980456
4	122173558	122173576
5	140904457	140904475
9	135450605	135450623
9	95871625	95871643
11	2909778	2909796
11	8247295	8247313
17	36648419	36648437
2	27926797	27926815
2	75855200	75855218
22	42833657	42833675
4	140020718	140020736
7	99679557	99679575
8	122842477	122842495
1	111162132	111162150
1	160163049	160163067
11	66050110	66050128
12	118275215	118275233
15	75063576	75063594
21	44596887	44596905
22	22929573	22929591
8	6673922	6673940
9	115123967	115123985
12	110538167	110538185
12	121548307	121548325
5	132155992	132156010
5	79154128	79154146
10	15476246	15476264
12	55387197	55387215
1	41898566	41898584
10	44882175	44882193
12	117674460	117674478
17	66432708	66432726
19	12871550	12871568
3	8664771	8664789
9	101538306	101538324
11	111436048	111436066
12	30997651	30997669
12	3244802	3244820
14	102990981	102990999
2	199161581	199161599
4	40151675	40151693
6	153345728	153345746
9	96725420	96725438
10	82459442	82459460
16	82705493	82705511
3	11102588	11102606
7	99577558	99577576
11	117924288	117924306
12	48173258	48173276
19	18169369	18169387
2	200604717	200604735
3	39489538	39489556
7	56072701	56072719
19	34533016	34533034
3	136471245	136471263
8	61145964	61145982
6	105131100	105131118
9	100473075	100473093
1	208058584	208058602
1	31192237	31192255
10	102855543	102855561
13	28558578	28558596
17	53434267	53434285
2	192083207	192083225
22	36576512	36576530
4	114316044	114316062
4	82272990	82273008
6	6547463	6547481
11	19281466	19281484
3	49208616	49208634
9	102978651	102978669
22	46751466	46751484
4	186104964	186104982
4	48129961	48129979
6	84245934	84245952
1	244766901	244766919
11	102158854	102158872
16	78804643	78804661
17	31264118	31264136
2	120048628	120048646
3	50580046	50580064
3	53148115	53148133
9	101611002	101611020
X	73602701	73602719
2	120417798	120417816
22	23728258	23728276
1	209742965	209742983
1	29529550	29529568
19	11236948	11236966
22	36462114	36462132
5	125675084	125675102
1	22458561	22458579
1	27372577	27372595
16	74743493	74743511
3	66458356	66458374
7	102031359	102031377
9	135853207	135853225
1	116681825	116681843
16	66349307	66349325
19	15202850	15202868
1	183624794	183624812
1	224701586	224701604
12	121021367	121021385
12	52419608	52419626
18	45122679	45122697
2	10212874	10212892
2	153782559	153782577
2	219894574	219894592
22	36019506	36019524
4	41890307	41890325
5	18314479	18314497
7	1126709	1126727
8	8923404	8923422
9	34603829	34603847
1	91044960	91044978
11	58421644	58421662
13	30082446	30082464
14	77782422	77782440
19	8645768	8645786
2	169988626	169988644
16	84540198	84540216
17	78997772	78997790
22	29986067	29986085
3	108381178	108381196
3	71779171	71779189
1	2703363	2703381
19	19643191	19643209
20	21552912	21552930
4	56212794	56212812
7	128858562	128858580
8	20898767	20898785
9	116569836	116569854
1	182570636	182570654
1	225039361	225039379
10	90977615	90977633
2	172968749	172968767
2	28817330	28817348
20	39591799	39591817
22	39566963	39566981
3	51753301	51753319
8	27449907	27449925
13	49855402	49855420
19	10501534	10501552
2	144017127	144017145
X	73075535	73075553
17	30169740	30169758
2	171830101	171830119
4	6252619	6252637
5	177573174	177573192
7	155391608	155391626
1	95509148	95509166
16	81657165	81657183
21	32203682	32203700
5	136996198	136996216
6	36063125	36063143
1	110089059	110089077
3	149286922	149286940
9	33225782	33225800
11	61564834	61564852
12	110683484	110683502
12	125251703	125251721
16	22012474	22012492
16	71446799	71446817
17	80309869	80309887
19	47733909	47733927
22	27041422	27041440
3	184259056	184259074
6	31105380	31105398
7	155137745	155137763
9	124885421	124885439
1	156066571	156066589
11	28551324	28551342
17	79227295	79227313
19	41955430	41955448
X	152773165	152773183
1	42639170	42639188
11	65835872	65835890
12	25394297	25394315
22	37988720	37988738
3	10780742	10780760
9	130632351	130632369
19	18362789	18362807
8	41287779	41287797
8	71000980	71000998
10	21567821	21567839
12	131617126	131617144
12	54788204	54788222
5	159866309	159866327
1	26490854	26490872
11	66197642	66197660
17	76741618	76741636
18	56161205	56161223
6	30690571	30690589
9	103477077	103477095
16	4409233	4409251
17	37401168	37401186
2	138596238	138596256
5	32232731	32232749
1	202243929	202243947
14	105030530	105030548
2	71098796	71098814
6	72794853	72794871
1	44784094	44784112
16	4598926	4598944
16	56998608	56998626
19	13305495	13305513
20	46012954	46012972
22	45974056	45974074
3	51536232	51536250
1	146745562	146745580
1	46645386	46645404
11	20149972	20149990
15	93461342	93461360
17	27175863	27175881
19	19754823	19754841
1	120510797	120510815
1	160054045	160054063
12	52374289	52374307
4	108834638	108834656
5	36507619	36507637
9	36729088	36729106
9	74654048	74654066
X	129194645	129194663
X	17708407	17708425
1	120218355	120218373
1	158173789	158173807
1	17563715	17563733
1	203008625	203008643
10	34927559	34927577
16	71446365	71446383
3	50557099	50557117
5	154029923	154029941
7	32387048	32387066
9	139588820	139588838
11	17376204	17376222
11	72953830	72953848
14	64761741	64761759
10	2881469	2881487
14	23590143	23590161
17	48075767	48075785
18	71708137	71708155
2	171669434	171669452
3	52008109	52008127
8	12899998	12900016
11	117817799	117817817
14	103571443	103571461
16	84958922	84958940
19	50050413	50050431
19	857156	857174
2	128407482	128407500
22	35546690	35546708
6	3411310	3411328
X	73770299	73770317
10	112307105	112307123
10	118976279	118976297
11	44308033	44308051
19	49947170	49947188
3	37897047	37897065
3	39142780	39142798
10	106051306	106051324
22	20144690	20144708
9	35882417	35882435
17	80739827	80739845
20	20805799	20805817
3	15160307	15160325
7	98910702	98910720
1	206899797	206899815
10	90789774	90789792
11	74164620	74164638
12	109702116	109702134
12	121087169	121087187
12	6394349	6394367
21	30744858	30744876
3	50283791	50283809
6	144803421	144803439
1	209422192	209422210
10	72309794	72309812
15	78400853	78400871
19	39220502	39220520
6	17086788	17086806
1	203457058	203457076
10	4857630	4857648
10	4857850	4857868
16	82673503	82673521
2	111569499	111569517
22	46518482	46518500
6	90319965	90319983
8	70854753	70854771
4	6548528	6548546
11	70601797	70601815
14	70285590	70285608
18	43728892	43728910
3	16642938	16642956
1	150141353	150141371
11	19575468	19575486
15	65102287	65102305
16	11626165	11626183
16	67850589	67850607
2	178199863	178199881
20	45825171	45825189
8	126714963	126714981
9	71650633	71650651
1	156355564	156355582
11	102212660	102212678
11	192170	192188
12	125887933	125887951
16	18980781	18980799
17	7726199	7726217
5	172572034	172572052
6	28985066	28985084
6	44424176	44424194
6	51720263	51720281
7	27200753	27200771
12	109531366	109531384
17	47304961	47304979
17	77083842	77083860
18	34389712	34389730
2	21186014	21186032
20	44616089	44616107
9	27276618	27276636
11	11809485	11809503
11	33879570	33879588
12	109866006	109866024
14	105235020	105235038
3	184135807	184135825
9	74640083	74640101
11	12303568	12303586
14	23455951	23455969
2	85109418	85109436
5	146833596	146833614
7	37241363	37241381
7	73959707	73959725
7	87046190	87046208
8	140035530	140035548
1	176850308	176850326
1	7130636	7130654
11	61103853	61103871
3	100309578	100309596
6	39134360	39134378
7	148703028	148703046
8	143555211	143555229
11	111712365	111712383
12	49482209	49482227
12	6934929	6934947
19	41814589	41814607
3	59561327	59561345
X	103381278	103381296
1	23964089	23964107
11	77711353	77711371
15	90100078	90100096
20	55957007	55957025
20	8286273	8286291
21	16855676	16855694
22	42840582	42840600
7	43301044	43301062
9	136023065	136023083
15	78715367	78715385
17	2731894	2731912
17	78400848	78400866
19	4267193	4267211
22	18225357	18225375
3	108742702	108742720
9	101553616	101553634
1	21023086	21023104
1	226313038	226313056
2	231025056	231025074
2	26968779	26968797
22	37853537	37853555
6	37019411	37019429
6	72243729	72243747
7	48149933	48149951
8	95825879	95825897
X	69317415	69317433
1	25161597	25161615
15	79673540	79673558
16	27468611	27468629
19	35203770	35203788
22	22818564	22818582
4	17638598	17638616
19	30251158	30251176
3	141022406	141022424
5	148761614	148761632
1	110955309	110955327
1	179779136	179779154
1	46993871	46993889
10	43844081	43844099
10	95112580	95112598
13	43169300	43169318
17	72086198	72086216
18	43460097	43460115
4	1345812	1345830
7	150869782	150869800
1	40119374	40119392
11	65341731	65341749
14	55556459	55556477
15	101547343	101547361
2	162980505	162980523
20	49942960	49942978
3	172050482	172050500
3	194054654	194054672
6	150255471	150255489
7	138423648	138423666
8	26528216	26528234
9	129452821	129452839
1	12719164	12719182
1	179784071	179784089
1	3641147	3641165
11	15027865	15027883
15	68155916	68155934
2	163157879	163157897
5	168729693	168729711
12	123344960	123344978
14	90701864	90701882
17	55675362	55675380
5	157189165	157189183
10	102430927	102430945
10	114074794	114074812
11	33087313	33087331
2	38118254	38118272
20	47252500	47252518
3	16288985	16289003
5	115403922	115403940
9	94902739	94902757
1	11898895	11898913
11	76518625	76518643
12	40501511	40501529
12	41016233	41016251
16	86374493	86374511
19	38724609	38724627
5	5141964	5141982
6	148498947	148498965
X	18409256	18409274
18	45281092	45281110
20	648237	648255
8	40059453	40059471
1	109370910	109370928
1	151566802	151566820
17	39852397	39852415
19	4204772	4204790
22	39265031	39265049
5	173400343	173400361
6	150155836	150155854
7	31483163	31483181
11	67033803	67033821
12	94997417	94997435
12	96455817	96455835
16	230401	230419
18	68101310	68101328
2	219166173	219166191
22	17652850	17652868
4	185926544	185926562
7	30604081	30604099
9	36873457	36873475
X	129162353	129162371
1	234201765	234201783
3	128514058	128514076
11	63916286	63916304
13	96486616	96486634
14	101317650	101317668
16	66981252	66981270
16	67581046	67581064
19	52164418	52164436
3	16220015	16220033
4	129495965	129495983
5	148337354	148337372
X	46656214	46656232
1	111323673	111323691
11	1536902	1536920
11	96198073	96198091
12	110035675	110035693
14	69378486	69378504
14	91752967	91752985
16	50840287	50840305
16	75267921	75267939
17	72206715	72206733
21	43565787	43565805
3	156259018	156259036
9	129703058	129703076
1	167411563	167411581
1	183885287	183885305
1	20757086	20757104
16	157201	157219
5	129103762	129103780
6	74564885	74564903
7	140353390	140353408
1	93459854	93459872
11	112150814	112150832
16	77205828	77205846
3	51703459	51703477
1	44844046	44844064
14	55240902	55240920
20	30091097	30091115
20	42709563	42709581
5	116283790	116283808
7	128803943	128803961
8	62051759	62051777
12	120794498	120794516
2	88459595	88459613
20	42166900	42166918
22	47199422	47199440
3	158563726	158563744
6	158642071	158642089
6	41007232	41007250
8	96261100	96261118
1	165227345	165227363
11	78357834	78357852
12	49741554	49741572
17	4807033	4807051
18	29399771	29399789
1	203473976	203473994
1	33338407	33338425
10	6056296	6056314
14	34308997	34309015
7	98439557	98439575
12	50361387	50361405
14	60099256	60099274
16	66440534	66440552
17	45776363	45776381
2	42097035	42097053
3	135614139	135614157
3	196411927	196411945
4	111432295	111432313
9	119499506	119499524
1	113423743	113423761
12	118109638	118109656
12	4105146	4105164
12	96609136	96609154
14	103759310	103759328
18	59798728	59798746
6	47599212	47599230
10	7914130	7914148
10	81689340	81689358
12	55537233	55537251
14	60816811	60816829
14	76373219	76373237
2	20842327	20842345
20	19186755	19186773
21	45066710	45066728
7	122794494	122794512
9	100797181	100797199
9	133933399	133933417
9	95527781	95527799
1	205110938	205110956
1	9935097	9935115
11	64655526	64655544
15	74426932	74426950
2	100879497	100879515
2	231712790	231712808
10	65737263	65737281
17	32747482	32747500
20	33891797	33891815
3	184495727	184495745
6	167200365	167200383
7	71198436	71198454
9	96975960	96975978
1	200948885	200948903
1	47658736	47658754
10	30648773	30648791
10	93058177	93058195
15	56190082	56190100
15	91814980	91814998
16	87096461	87096479
17	28420703	28420721
10	118556618	118556636
10	54404608	54404626
12	39497545	39497563
18	59916900	59916918
2	24307335	24307353
2	65092864	65092882
3	183735324	183735342
4	57410871	57410889
5	96497842	96497860
6	134237875	134237893
1	9927707	9927725
10	69539852	69539870
10	72124435	72124453
11	113403612	113403630
11	44958174	44958192
19	51520195	51520213
2	45208918	45208936
21	37794710	37794728
22	38077749	38077767
3	37254664	37254682
5	1140594	1140612
5	138893305	138893323
1	54547508	54547526
10	24808110	24808128
11	121462299	121462317
13	97762331	97762349
15	43496686	43496704
18	45275716	45275734
6	138910118	138910136
8	38269249	38269267
1	55487918	55487936
10	64918069	64918087
11	2552784	2552802
12	9903509	9903527
16	84311019	84311037
19	40811405	40811423
2	121837919	121837937
2	238653830	238653848
3	58616024	58616042
5	169848003	169848021
9	135111943	135111961
15	40049263	40049281
2	72151255	72151273
22	19897632	19897650
4	57291278	57291296
5	10284283	10284301
1	158968651	158968669
11	46330269	46330287
15	89672921	89672939
2	11919480	11919498
2	241377850	241377868
4	26460994	26461012
5	98396232	98396250
6	41286749	41286767
7	150595737	150595755
8	114450098	114450116
9	127534470	127534488
9	21111133	21111151
X	152934896	152934914
10	44167266	44167284
11	45127231	45127249
11	45132337	45132355
14	107148068	107148086
22	45131898	45131916
5	141372101	141372119
5	149597886	149597904
12	121881196	121881214
14	24028859	24028877
17	20224241	20224259
17	65685856	65685874
1	175288948	175288966
12	52766511	52766529
2	88491158	88491176
4	78306711	78306729
12	102167533	102167551
13	78052718	78052736
18	11655481	11655499
19	19257012	19257030
19	3547600	3547618
20	4066065	4066083
20	58632614	58632632
3	53230107	53230125
5	38420927	38420945
8	60964857	60964875
1	240115004	240115022
1	243507428	243507446
16	67917791	67917809
19	1244548	1244566
2	149874084	149874102
20	47274427	47274445
1	21558636	21558654
5	151940268	151940286
5	173846718	173846736
12	50360925	50360943
15	90762964	90762982
17	39958003	39958021
17	73234914	73234932
2	102857457	102857475
22	35979280	35979298
7	132003676	132003694
8	8608394	8608412
10	135333802	135333820
11	123278259	123278277
14	54642230	54642248
14	88362927	88362945
15	51200793	51200811
16	25236756	25236774
17	38115365	38115383
17	72787788	72787806
3	133537856	133537874
8	61325253	61325271
1	226821991	226822009
11	82393423	82393441
16	66512781	66512799
16	71475526	71475544
19	13973235	13973253
19	30364576	30364594
2	218654095	218654113
2	223573143	223573161
2	237981163	237981181
22	23130848	23130866
3	122111919	122111937
6	25266088	25266106
1	160804931	160804949
1	6950120	6950138
19	47046114	47046132
2	105854577	105854595
2	25419471	25419489
6	3742791	3742809
8	10834840	10834858
1	33761258	33761276
12	54754809	54754827
17	47626034	47626052
3	8459253	8459271
5	171334912	171334930
6	113627934	113627952
6	13795502	13795520
1	155163432	155163450
1	233654258	233654276
16	86021328	86021346
19	1279876	1279894
19	4811863	4811881
2	85779369	85779387
3	184187328	184187346
7	100781682	100781700
7	5744276	5744294
1	153541178	153541196
16	10603609	10603627
17	72297470	72297488
17	74275739	74275757
22	20001111	20001129
3	66866757	66866775
5	141071805	141071823
8	123745976	123745994
8	144465923	144465941
9	34500823	34500841
1	201417397	201417415
12	31835233	31835251
14	31551383	31551401
17	39819128	39819146
2	219860903	219860921
2	68669048	68669066
2	80300358	80300376
4	25441727	25441745
10	97989465	97989483
12	50156965	50156983
3	46908407	46908425
4	110343730	110343748
5	179898150	179898168
6	41651489	41651507
1	202162128	202162146
1	31255338	31255356
10	86297358	86297376
11	120381940	120381958
12	56696320	56696338
16	23848460	23848478
16	66901892	66901910
20	13100339	13100357
X	70349198	70349216
1	112051006	112051024
1	166448456	166448474
11	58443206	58443224
12	12186450	12186468
14	35141957	35141975
16	55876919	55876937
19	33616954	33616972
22	36866465	36866483
10	71404481	71404499
5	159626515	159626533
1	151313516	151313534
1	208418760	208418778
1	94505239	94505257
10	81368711	81368729
11	75514456	75514474
12	93491967	93491985
12	95511070	95511088
14	36843421	36843439
15	71015151	71015169
17	1162566	1162584
19	45562901	45562919
19	47940059	47940077
2	48333846	48333864
2	85864778	85864796
7	151000698	151000716
9	100161597	100161615
9	101761319	101761337
11	64781136	64781154
15	93340556	93340574
17	10130353	10130371
22	45022282	45022300
5	148521025	148521043
8	22530665	22530683
1	110527203	110527221
11	118777894	118777912
12	50038500	50038518
13	30706857	30706875
17	40464396	40464414
2	113894631	113894649
20	39764027	39764045
4	38181449	38181467
8	145151094	145151112
1	40439355	40439373
1	41882930	41882948
19	38734627	38734645
4	53849915	53849933
1	117671390	117671408
1	11954171	11954189
10	72518990	72519008
11	43966482	43966500
11	46389317	46389335
13	91786647	91786665
14	78328719	78328737
17	47633862	47633880
19	1267112	1267130
20	1294313	1294331
3	16309749	16309767
3	43811102	43811120
3	50297570	50297588
6	47381895	47381913
6	54934152	54934170
11	78275645	78275663
16	48151546	48151564
18	45973152	45973170
2	180286950	180286968
2	68589295	68589313
22	43784511	43784529
5	151522589	151522607
12	111375051	111375069
12	57518226	57518244
18	46303615	46303633
18	47037190	47037208
19	54672403	54672421
2	62639391	62639409
22	45093461	45093479
22	46390886	46390904
3	34148458	34148476
3	40626205	40626223
10	90570207	90570225
14	71605894	71605912
19	30349085	30349103
19	49601243	49601261
7	32250467	32250485
8	22452899	22452917
8	29580691	29580709
1	27424061	27424079
